Country|Cyprus	533	2577463	680875003.78	199267732.37	29.27
Country|Czech Republic	554	2653411	699892896.07	209028409.57	29.87
Country|Democratic Republic of the Congo	512	2573491	686944171.54	200529981.94	29.19
Country|Denmark	529	2740319	719122251.08	216818091.83	30.15
Country|Djibouti	539	2699545	736968620.39	218054206.56	29.59
Country|Dominica	538	2666883	697480371.22	205112657.90	29.41
Country|Dominican Republic	518	2616712	734884566.31	214378319.93	29.17
Country|East Timor	557	2841779	725169433.97	214868762.74	29.63
Country|Egypt	548	2830604	742342521.66	221934136.81	29.90
Country|El Salvador	560	2850368	782277970.30	231463892.10	29.59
Country|Equatorial Guinea	545	2709308	723705934.36	221225588.85	30.57
Country|Eritrea	537	2552497	679947768.71	203456658.47	29.92
Country|Estonia	558	2721581	751852643.23	221888215.17	29.51
Country|Ethiopia	554	2804471	773902561.19	222221714.55	28.71
Country|Federated States of Micronesia	574	2973023	832669517.08	241045260.27	28.95
Country|Fiji	531	2613373	670342350.96	202721104.39	30.24
Country|Finland	548	2776052	682356609.85	201414090.86	29.52
Country|France	548	2614172	693264681.29	205385412.88	29.63
Country|Gabon	534	2691831	737184432.37	211079745.40	28.63
Country|Georgia	520	2536765	659174901.37	193276418.20	29.32
Country|Germany	507	2502470	647010682.89	188026206.60	29.06
Country|Ghana	500	2516616	680104506.28	207477552.29	30.51
Country|Greece	530	2624798	702640148.38	205737171.22	29.28
Country|Greenland	569	2869618	781864792.04	233125605.54	29.82
Country|Grenada	558	2790332	721477966.63	207900786.22	28.82
Country|Guatemala	554	2756079	707414944.21	216566605.00	30.61
Country|Guinea	552	2777132	717865141.42	214723906.16	29.91
Country|Guinea-Bissau	545	2827084	761144218.67	219664584.33	28.86
Country|Haiti	573	2852320	779354660.49	225502682.78	28.93
Country|Honduras	521	2621868	670430017.15	206021803.03	30.73
Country|Hungary	570	2850729	837433953.04	241860844.00	28.88
Country|Iceland	514	2526820	643536804.70	196844401.69	30.59
Country|India	540	2842526	749200217.29	227898713.14	30.42
Country|Indonesia	561	2775563	744880311.02	221983598.04	29.80
Country|Iran	531	2624030	696793826.67	210118936.56	30.16
Country|Iraq	555	2765491	740661310.25	219159194.90	29.59
Country|Ireland	547	2711767	687999341.59	203353861.71	29.56
Country|Israel	565	2813879	757881891.13	214534335.82	28.31
Country|Italy	517	2495483	666762779.55	197617559.77	29.64
Country|Jamaica	494	2445989	611440671.82	191539645.86	31.33
Country|Japan	560	2843356	734204599.79	216798303.90	29.53
Country|Jordan	554	2830539	735643339.53	223131397.29	30.33
Country|Kazakhstan	533	2509803	648791811.43	187443367.34	28.89
Country|Kenya	514	2654474	719183877.22	210885559.96	29.32
Country|Kiribati	505	2555774	664138378.60	189363092.17	28.51
Country|Kosovo	546	2621500	712594084.64	202012196.16	28.35
Country|Kuwait	519	2677024	750370400.66	213200547.38	28.41
Country|Kyrgyzstan	525	2576450	683557159.34	194211180.74	28.41
Country|Laos	554	2785636	764814300.33	222233154.79	29.06
Country|Latvia	553	2770952	706934949.15	211907735.30	29.98
Country|Lebanon	529	2476626	671592466.14	202704958.69	30.18
Country|Lesotho	527	2612287	758658068.94	218250035.29	28.77
Country|Liberia	572	2898895	816786910.88	239114337.44	29.27
Country|Libya	541	2718868	742584246.79	216394604.32	29.14
Country|Liechtenstein	531	2601049	673598895.28	198243417.79	29.43
Country|Lithuania	549	2797937	773438637.16	223063204.04	28.84
Country|Luxembourg	526	2731331	738268258.13	217905089.51	29.52
Country|Macedonia	567	2900660	741371207.45	230278294.78	31.06
Country|Madagascar	540	2779721	741974221.79	222539015.05	29.99
Country|Malawi	537	2645975	710561179.09	213357651.62	30.03
Country|Malaysia	507	2587267	687394704.68	204919518.90	29.81
Country|Maldives	545	2717565	788329775.82	222682386.49	28.25
Country|Mali	538	2647554	686235605.09	201930549.49	29.43
Country|Malta	589	2978398	816286329.54	234376855.95	28.71
Country|Marshall Islands	542	2809998	810251011.36	236922446.07	29.24
Country|Mauritania	533	2692082	699923372.24	207495508.61	29.65
Country|Mauritius	551	2706490	726806615.34	209889863.23	28.88
Country|Mexico	512	2610525	767883035.64	223379424.05	29.09
Country|Moldova	530	2607350	651762863.23	197954823.08	30.37
Country|Monaco	524	2560281	677468590.49	200193169.18	29.55
Country|Mongolia	523	2611386	695415269.76	210039155.41	30.20
Country|Montenegro	545	2823986	772313960.73	222583460.26	28.82
Country|Morocco	558	2739077	711047906.31	210496027.70	29.60
Country|Mozambique	589	2917689	788837241.43	233094185.78	29.55
Country|Myanmar	535	2763882	724401026.99	207495917.79	28.64
Country|Namibia	570	2847562	785270772.87	228008246.65	29.04
Country|Nauru	529	2705145	678848744.74	199720161.14	29.42
Country|Nepal	538	2753503	705720608.31	207267841.61	29.37
Country|Netherlands	525	2514818	664321346.63	196098273.33	29.52
Country|New Zealand	593	3024460	793897933.11	237880635.77	29.96
Country|Nicaragua	507	2480916	675779398.50	200171716.93	29.62
Country|Niger	542	2704114	709624955.44	211969055.82	29.87
Country|Nigeria	499	2374612	649842425.62	189724068.82	29.20
Country|North Korea	535	2716421	702206861.86	209661442.67	29.86
Country|Norway	534	2779328	722162285.80	212663482.37	29.45
Country|Oman	532	2663438	741129840.71	217886408.77	29.40
Country|Pakistan	549	2828219	711924434.36	215045809.70	30.21
Country|Palau	504	2472507	629698411.76	185972902.81	29.53
Country|Panama	578	2913689	807337234.43	232216299.51	28.76
Country|Papua New Guinea	547	2722797	671074792.65	202396041.29	30.16
Country|Philippines	512	2610149	698421164.83	212255205.51	30.39
Country|Poland	529	2559925	716156404.36	202203023.11	28.23
Country|Portugal	546	2753871	668540287.50	204802782.35	30.63
Country|Qatar	538	2643313	717895772.02	208837101.82	29.09
Country|Republic of the Congo	536	2641909	747316337.89	222749882.32	29.81
Country|Romania	547	2789755	783171263.00	223968486.23	28.60
Country|Russia	521	2579558	717692453.16	209344645.33	29.17
Country|Rwanda	576	2848779	781754950.66	227933581.38	29.16
Country|Saint Kitts and Nevis	554	2782680	770111785.79	231481945.68	30.06
Country|Saint Lucia	514	2568048	730097825.25	211820827.38	29.01
Country|Saint Vincent and the Grenadines	573	2910562	792567740.00	234123756.37	29.54
Country|Samoa	555	2761638	725809747.50	220924295.27	30.44
Country|San Marino	540	2675089	697549494.16	205021103.54	29.39
Country|Sao Tome and Principe	573	2865977	714684947.35	212650642.71	29.75
Country|Saudi Arabia	529	2736323	747683426.29	218613461.64	29.24
Country|Senegal	547	2716010	759609305.89	217094857.19	28.58
Country|Serbia	537	2742096	732995728.43	221010419.15	30.15
Country|Seychelles	561	2784534	732414858.47	213367199.76	29.13
Country|Sierra Leone	538	2713617	653584005.84	190921135.72	29.21
Country|Singapore	548	2693579	704169644.68	207646795.19	29.49
Country|Slovakia	556	2805068	734612162.10	215735809.27	29.37
Country|Slovenia	522	2684787	702840001.46	205120774.72	29.18
Country|Solomon Islands	526	2496346	639774855.45	185828653.42	29.05
Country|Somalia	535	2745108	758700467.42	214882877.27	28.32
Country|South Africa	575	2880723	788979331.45	228493299.91	28.96
Country|South Korea	569	2770289	725092661.81	214985085.88	29.65
Country|South Sudan	543	2792902	768157220.22	226770571.57	29.52
Country|Spain	548	2631547	705754813.75	206862253.44	29.31
Country|Sri Lanka	529	2685319	731282793.70	211246954.72	28.89
Country|Sudan	623	3185986	814145709.27	249523548.61	30.65
Country|Swaziland	536	2650919	690924006.05	203401994.50	29.44
Country|Sweden	529	2698756	726484933.10	217098765.73	29.88
Country|Switzerland	504	2468266	634643525.15	188855603.18	29.76
Country|Syria	568	2868946	735690020.78	225484341.98	30.65
Country|Taiwan	518	2587979	671431982.41	201093877.00	29.95
Country|Tajikistan	534	2656933	711171566.75	213097939.05	29.96
Country|Tanzania	549	2825261	760379697.21	228274307.54	30.02
Country|Thailand	521	2504482	678811521.76	206300296.05	30.39
Country|The Bahamas	517	2637322	698176377.05	204717969.05	29.32
Country|The Gambia	513	2569901	683457066.40	201854970.19	29.53
Country|Togo	523	2616970	691888169.90	208415483.74	30.12
Country|Tonga	529	2565238	691352228.81	203777479.81	29.48
Country|Trinidad and Tobago	523	2628515	705838143.10	211475812.73	29.96
Country|Tunisia	584	2955073	762334218.21	225377784.48	29.56
Country|Turkey	541	2732629	688806467.24	202643540.85	29.42
Country|Turkmenistan	553	2761716	762630663.66	229571216.74	30.10
Country|Tuvalu	531	2673154	726328361.41	216817121.36	29.85
Country|Uganda	554	2756934	747853289.59	224073531.19	29.96
Country|Ukraine	531	2614499	711135570.27	213212387.91	29.98
Country|United Arab Emirates	555	2726890	724970072.42	221666510.16	30.58
Country|United Kingdom	517	2590815	702514093.93	210354049.02	29.94
Country|United States of America	506	2548786	636423375.85	192749977.24	30.29
Country|Uzbekistan	508	2526615	680914844.34	203166596.89	29.84
Country|Vanuatu	532	2666755	680302280.14	198587149.06	29.19
Country|Vatican City	590	2826488	730796928.78	219312522.73	30.01
Country|Vietnam	524	2571927	634208761.24	194177410.45	30.62
Country|Yemen	571	2966519	797978866.07	229597166.05	28.77
Country|Zambia	541	2697509	721878781.53	205825639.39	28.51
Country|Zimbabwe	508	2568256	722092388.85	211132271.17	29.24
Month|2010-01	1100	5451749	1431090213.32	428302732.02	29.93
Month|2010-02	992	5098949	1351908048.52	405342100.37	29.98
Month|2010-03	1084	5466273	1386193257.95	418994403.63	30.23
Month|2010-04	1061	5350794	1493974690.37	437652451.22	29.29
Month|2010-05	1055	5321222	1403578097.44	419355465.20	29.88
Month|2010-06	1050	5219655	1420838725.71	412362460.52	29.02
Month|2010-07	1122	5731185	1462505704.06	432333610.51	29.56
Month|2010-08	1179	5896691	1607025923.59	471986284.08	29.37
Month|2010-09	1133	5782908	1571013876.09	461339130.86	29.37
Month|2010-10	1137	5649189	1527230757.19	454215553.57	29.74
Month|2010-11	1049	5331989	1468104337.15	433499470.73	29.53
Month|2010-12	1114	5449352	1406262507.72	421361267.37	29.96
Month|2011-01	1118	5631464	1524874179.31	443764641.46	29.10
Month|2011-02	1030	4959518	1268096111.48	385152103.78	30.37
Month|2011-03	1138	5533687	1521722825.51	436475722.52	28.68
Month|2011-04	1147	5828535	1516338898.42	456033225.18	30.07
Month|2011-05	1102	5479909	1453075038.53	428461302.22	29.49
Month|2011-06	1014	5018036	1388309274.86	404810079.22	29.16
Month|2011-07	1149	5737458	1492257151.44	445620470.94	29.86
Month|2011-08	1087	5196047	1385406678.42	406285490.07	29.33
Month|2011-09	1063	5470557	1443865610.64	429224764.61	29.73
Month|2011-10	1106	5487177	1459111739.62	432294220.87	29.63
Month|2011-11	1170	5830527	1570833601.14	473640372.18	30.15
Month|2011-12	1100	5468646	1496017055.75	439947260.33	29.41
Month|2012-01	1125	5737202	1532661846.26	465033939.43	30.34
Month|2012-02	1014	5089440	1334692419.03	394411981.53	29.55
Month|2012-03	1109	5391758	1439750194.05	423275896.38	29.40
Month|2012-04	1099	5476139	1458063613.24	414426945.83	28.42
Month|2012-05	1103	5692267	1526504932.50	447920831.21	29.34
Month|2012-06	1082	5459719	1457725760.21	429304460.01	29.45
Month|2012-07	1134	5509688	1466999035.48	421806681.88	28.75
Month|2012-08	1136	5539188	1519465202.25	444452166.27	29.25
Month|2012-09	1079	5285268	1412806910.97	413143069.83	29.24
Month|2012-10	1099	5474880	1512195631.90	447634006.69	29.60
Month|2012-11	1098	5443625	1455776042.29	422366929.18	29.01
Month|2012-12	1126	5669313	1507037746.18	448093740.35	29.73
Month|2013-01	1084	5452983	1377519412.96	414743239.78	30.11
Month|2013-02	1075	5404949	1421469287.01	426037653.47	29.97
Month|2013-03	1200	6132743	1578017958.76	476199859.46	30.18
Month|2013-04	1088	5473436	1437011480.41	426955867.76	29.71
Month|2013-05	1174	6015013	1605802005.71	461634165.07	28.75
Month|2013-06	1040	5195763	1347908561.68	393975274.78	29.23
Month|2013-07	1181	5913477	1654766631.43	477096710.47	28.83
Month|2013-08	1117	5639618	1427072213.16	426824356.03	29.91
Month|2013-09	1034	5032582	1378928554.11	404241258.28	29.32
Month|2013-10	1160	5936093	1672472823.19	498536665.12	29.81
Month|2013-11	1066	5389770	1414130267.70	418541865.78	29.60
Month|2013-12	1138	5635712	1489996764.51	434001437.60	29.13
Month|2014-01	1115	5564550	1476713927.64	434208873.69	29.40
Month|2014-02	992	4946015	1353313125.15	392123285.15	28.98
Month|2014-03	1156	5882671	1618462644.80	466354000.44	28.81
Month|2014-04	1077	5297573	1469741309.14	435603477.89	29.64
Month|2014-05	1125	5652744	1467550020.16	434724174.04	29.62
Month|2014-06	1124	5731171	1599466164.47	455513618.89	28.48
Month|2014-07	1117	5697851	1556615735.13	449116799.97	28.85
Month|2014-08	1105	5312281	1428270947.26	425638205.35	29.80
Month|2014-09	1084	5372779	1371001114.09	404919108.01	29.53
Month|2014-10	1158	5801220	1545186281.85	463233968.88	29.98
Month|2014-11	1088	5316676	1468236718.16	427718532.22	29.13
Month|2014-12	1068	5308571	1514834313.32	432975264.53	28.58
Month|2015-01	1140	5755858	1493374639.17	442117916.07	29.61
Month|2015-02	1012	5065453	1315043466.85	394443364.44	29.99
Month|2015-03	1133	5593632	1583113325.69	453969822.97	28.68
Month|2015-04	1042	5308840	1401943933.59	416637606.49	29.72
Month|2015-05	1121	5602524	1545797234.92	454658184.76	29.41
Month|2015-06	1033	5207258	1407929580.44	406397642.93	28.86
Month|2015-07	1092	5493415	1442357701.32	435574631.56	30.20
Month|2015-08	1124	5632753	1527277640.49	437146606.24	28.62
Month|2015-09	1153	5784051	1581829638.67	458657915.06	29.00
Month|2015-10	1155	5766942	1534060240.66	447663979.39	29.18
Month|2015-11	1070	5450380	1449891861.24	428072723.29	29.52
Month|2015-12	1105	5675885	1509365000.09	451621897.49	29.92
Month|2016-01	1181	5924050	1570884342.83	467082977.85	29.73
Month|2016-02	1077	5406493	1414569660.20	423080470.74	29.91
Month|2016-03	1111	5533821	1475418968.88	439146805.38	29.76
Month|2016-04	1091	5323770	1439522357.36	421098930.81	29.25
Month|2016-05	1088	5573664	1459149176.96	429059069.61	29.40
Month|2016-06	1110	5376965	1342241621.54	410654980.27	30.59
Month|2016-07	1074	5373222	1444189012.63	432385405.54	29.94
Month|2016-08	1096	5410142	1423985942.26	419318866.87	29.45
Month|2016-09	1055	5253101	1464652859.36	430180131.12	29.37
Month|2016-10	1103	5567049	1481213442.25	433722267.53	29.28
Month|2016-11	1063	5297328	1449854718.66	419522529.88	28.94
Month|2016-12	1143	5520514	1498385604.96	441697902.61	29.48
Month|2017-01	1093	5409218	1447152933.44	426002587.87	29.44
Month|2017-02	1005	5051321	1269447466.25	382455656.78	30.13
Month|2017-03	1087	5416538	1386584363.88	406572019.81	29.32
Month|2017-04	1097	5537910	1499651360.21	454598120.71	30.31
Month|2017-05	1146	5705413	1536494606.77	445797891.97	29.01
Month|2017-06	1064	5386069	1417574392.32	429974409.11	30.33
Month|2017-07	1066	5474793	1445914072.13	438567519.75	30.33
RegionItem|Asia_Baby Food	1246	6098168	1556740327.04	584570384.48	37.55
RegionItem|Asia_Beverages	1178	5702475	270582438.75	89300758.50	33.00
RegionItem|Asia_Cereal	1262	6397658	1315998250.60	566768522.22	43.07
RegionItem|Asia_Clothes	1207	6117405	668510018.40	449262223.20	67.20
RegionItem|Asia_Cosmetics	1194	5980224	2614553932.80	1039781546.88	39.77
RegionItem|Asia_Fruits	1214	6086901	56790786.33	14669431.41	25.83
RegionItem|Asia_Household	1136	5731043	3829884105.61	949805756.39	24.80
RegionItem|Asia_Meat	1209	6043187	2549560163.43	345670296.40	13.56
RegionItem|Asia_Office Supplies	1271	6187421	4029310429.41	781161901.25	19.39
RegionItem|Asia_Personal Care	1198	6025809	492489369.57	151006773.54	30.66
RegionItem|Asia_Snacks	1233	6330265	965871833.70	349050812.10	36.14
RegionItem|Asia_Vegetables	1199	6121703	943109564.18	386463110.39	40.98
RegionItem|Australia and Oceania_Baby Food	668	3282364	837921881.92	314647413.04	37.55
RegionItem|Australia and Oceania_Beverages	680	3436051	163040619.95	53808558.66	33.00
RegionItem|Australia and Oceania_Cereal	715	3535286	727208330.20	313190986.74	43.07
RegionItem|Australia and Oceania_Clothes	655	3393563	370848564.64	249223266.72	67.20
RegionItem|Australia and Oceania_Cosmetics	673	3368330	1472633876.00	585651537.10	39.77
RegionItem|Australia and Oceania_Fruits	679	3370515	31446904.95	8122941.15	25.83
RegionItem|Australia and Oceania_Household	657	3292338	2200170715.26	545639176.74	24.80
RegionItem|Australia and Oceania_Meat	668	3312007	1397302633.23	189446800.40	13.56
RegionItem|Australia and Oceania_Office Supplies	648	3299368	2148581435.28	416545210.00	19.39
RegionItem|Australia and Oceania_Personal Care	704	3616014	295536824.22	90617310.84	30.66
RegionItem|Australia and Oceania_Snacks	658	3322633	506967343.14	183209983.62	36.14
RegionItem|Australia and Oceania_Vegetables	708	3569149	549863094.94	225320376.37	40.98
RegionItem|Central America and the Caribbean_Baby Food	892	4524204	1154938797.12	433690195.44	37.55
RegionItem|Central America and the Caribbean_Beverages	874	4425032	209967768.40	69296001.12	33.00
RegionItem|Central America and the Caribbean_Cereal	875	4372988	899523631.60	387403006.92	43.07
RegionItem|Central America and the Caribbean_Clothes	937	4675554	510944541.12	343372685.76	67.20
RegionItem|Central America and the Caribbean_Cosmetics	928	4814795	2105028374.00	837148406.65	39.77
RegionItem|Central America and the Caribbean_Fruits	889	4476216	41763095.28	10787680.56	25.83
RegionItem|Central America and the Caribbean_Household	898	4493724	3003020937.48	744744878.52	24.80
RegionItem|Central America and the Caribbean_Meat	906	4675081	1972369923.09	267414633.20	13.56
RegionItem|Central America and the Caribbean_Office Supplies	903	4595205	2992443448.05	580144631.25	19.39
RegionItem|Central America and the Caribbean_Personal Care	860	4210435	344118852.55	105513501.10	30.66
RegionItem|Central America and the Caribbean_Snacks	903	4476063	682957692.54	246810113.82	36.14
RegionItem|Central America and the Caribbean_Vegetables	866	4132501	636653104.06	260884788.13	40.98
RegionItem|Europe_Baby Food	2152	10612395	2709132195.60	1017304184.70	37.55
RegionItem|Europe_Beverages	2104	10782748	511641392.60	168857833.68	33.00
RegionItem|Europe_Cereal	2195	11076271	2278388944.70	981246847.89	43.07
RegionItem|Europe_Clothes	2162	10767782	1176703216.96	790785910.08	67.20
RegionItem|Europe_Cosmetics	2091	10341515	4521310358.00	1798079213.05	39.77
RegionItem|Europe_Fruits	2177	10773210	100514049.30	25963436.10	25.83
RegionItem|Europe_Household	2182	10735436	7174169815.72	1779183808.28	24.80
RegionItem|Europe_Meat	2153	10743033	4532378192.37	614501487.60	13.56
RegionItem|Europe_Office Supplies	2196	10905284	7101629993.64	1376792105.00	19.39
RegionItem|Europe_Personal Care	2153	10617076	867733621.48	266063924.56	30.66
RegionItem|Europe_Snacks	2117	10450358	1594515623.64	576232740.12	36.14
RegionItem|Europe_Vegetables	2195	10859623	1673033519.38	685567999.99	40.98
RegionItem|Middle East and North Africa_Baby Food	1060	5381090	1373684655.20	515831287.40	37.55
RegionItem|Middle East and North Africa_Beverages	1049	5135264	243668276.80	80418234.24	33.00
RegionItem|Middle East and North Africa_Cereal	1044	5233584	1076548228.80	463643206.56	43.07
RegionItem|Middle East and North Africa_Clothes	1042	5356314	585337993.92	393367700.16	67.20
RegionItem|Middle East and North Africa_Cosmetics	1041	5104421	2231652861.20	887505679.27	39.77
RegionItem|Middle East and North Africa_Fruits	1017	4975642	46422739.86	11991297.22	25.83
RegionItem|Middle East and North Africa_Household	1040	5265993	3519105142.11	872733019.89	24.80
RegionItem|Middle East and North Africa_Meat	1025	5288691	2231245845.99	302513125.20	13.56
RegionItem|Middle East and North Africa_Office Supplies	1064	5431214	3536860868.94	685690767.50	19.39
RegionItem|Middle East and North Africa_Personal Care	1064	5425062	443390317.26	135952053.72	30.66
RegionItem|Middle East and North Africa_Snacks	1079	5346822	815818100.76	294823765.08	36.14
RegionItem|Middle East and North Africa_Vegetables	1055	5307528	817677763.68	335064242.64	40.98
RegionItem|North America_Baby Food	182	910088	232327264.64	87241035.68	37.55
RegionItem|North America_Beverages	176	959618	45533874.10	15027617.88	33.00
RegionItem|North America_Cereal	192	955574	196561571.80	84654300.66	43.07
RegionItem|North America_Clothes	164	867111	94757890.08	63680631.84	67.20
RegionItem|North America_Cosmetics	188	996810	435805332.00	173315354.70	39.77
RegionItem|North America_Fruits	159	772380	7206305.40	1861435.80	25.83
RegionItem|North America_Household	187	972617	649970762.59	161191815.41	24.80
RegionItem|North America_Meat	177	890774	375808642.86	50952272.80	13.56
RegionItem|North America_Office Supplies	173	852011	554838083.31	107566388.75	19.39
RegionItem|North America_Personal Care	180	908537	74254729.01	22767937.22	30.66
RegionItem|North America_Snacks	172	856105	130624500.90	47205629.70	36.14
RegionItem|North America_Vegetables	183	904280	139313376.80	57087196.40	40.98
RegionItem|Sub-Saharan Africa_Baby Food	2207	11103311	2834453232.08	1064363392.46	37.55
RegionItem|Sub-Saharan Africa_Beverages	2197	11073025	525415036.25	173403571.50	33.00
RegionItem|Sub-Saharan Africa_Cereal	2138	10683057	2197504824.90	946412019.63	43.07
RegionItem|Sub-Saharan Africa_Clothes	2137	10595711	1157899298.08	778149015.84	67.20
RegionItem|Sub-Saharan Africa_Cosmetics	2255	11318369	4948390926.80	1967924818.03	39.77
RegionItem|Sub-Saharan Africa_Fruits	2127	10342412	96494703.96	24925212.92	25.83
RegionItem|Sub-Saharan Africa_Household	2178	10967644	7329347455.88	1817667640.12	24.80
RegionItem|Sub-Saharan Africa_Meat	2182	10792594	4553287482.66	617336376.80	13.56
RegionItem|Sub-Saharan Africa_Office Supplies	2171	11022827	7178175170.67	1391631908.75	19.39
RegionItem|Sub-Saharan Africa_Personal Care	2205	10714833	875723301.09	268513714.98	30.66
RegionItem|Sub-Saharan Africa_Snacks	2146	10916846	1665692362.68	601954888.44	36.14
RegionItem|Sub-Saharan Africa_Vegetables	2076	10360052	1596069611.12	654030082.76	40.98
